# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 26 09:18:59 2022
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%transit%'
# CONSTRAINT:  and disc_facility like '%k2%'
# CONSTRAINT:  and soltype like '%confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,pl_letter,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-352 b,K2-352,b,Gaia DR2 632634358985725184,1,1,3,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,3.66591200,0.00027300,-0.00029500,0,,,,,1.370,0.100,-0.070,0,0.122,0.009,-0.006,0,,,,,,,,,,,,,,,,,,1160,16,-15,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5791.00,81.00,-81.00,0,0.95,0.02,-0.02,0,0.98,0.04,-0.04,0,-0.050,0.070,-0.070,0,[Fe/H],4.47,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h21m46.84s,140.4451478,+18d28m10.66s,18.4696280,176.0510000,1.8950000,-1.8550000,11.1250000,0.0160000,-0.0160000,9.6910000,0.0200000,-0.0200000,11.1147000,0.0008790,-0.0008790,2021-08-23,2021-08,2021-08-23
K2-352 c,K2-352,c,Gaia DR2 632634358985725184,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,8.23488500,0.00050800,-0.00047500,0,,,,,1.920,0.130,-0.070,0,0.171,0.012,-0.006,0,,,,,,,,,,,,,,,,,,885,12,-14,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5791.00,81.00,-81.00,0,0.95,0.02,-0.02,0,0.98,0.04,-0.04,0,-0.050,0.070,-0.070,0,[Fe/H],4.47,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h21m46.84s,140.4451478,+18d28m10.66s,18.4696280,176.0510000,1.8950000,-1.8550000,11.1250000,0.0160000,-0.0160000,9.6910000,0.0200000,-0.0200000,11.1147000,0.0008790,-0.0008790,2021-08-23,2021-08,2021-08-23
K2-352 d,K2-352,d,Gaia DR2 632634358985725184,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,14.87138700,0.00091600,-0.00093600,0,,,,,2.230,0.130,-0.090,0,0.199,0.012,-0.008,0,,,,,,,,,,,,,,,,,,727,10,-10,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5791.00,81.00,-81.00,0,0.95,0.02,-0.02,0,0.98,0.04,-0.04,0,-0.050,0.070,-0.070,0,[Fe/H],4.47,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h21m46.84s,140.4451478,+18d28m10.66s,18.4696280,176.0510000,1.8950000,-1.8550000,11.1250000,0.0160000,-0.0160000,9.6910000,0.0200000,-0.0200000,11.1147000,0.0008790,-0.0008790,2021-08-23,2021-08,2021-08-23
K2-353 b,K2-353,b,Gaia DR2 3638010855046147200,1,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,15.46680500,0.00057200,-0.00056500,0,,,,,5.550,0.220,-0.200,0,0.495,0.020,-0.018,0,,,,,,,,,,,,,,,,,,735,13,-14,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5698.00,55.00,-55.00,0,0.99,0.03,-0.03,0,0.87,0.02,-0.02,0,-0.210,0.040,-0.040,0,[Fe/H],4.38,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h26m28.05s,201.6168564,-02d16m54.85s,-2.2819018,268.5150000,3.7290000,-3.6290000,12.3370000,0.0570000,-0.0570000,10.5470000,0.0250000,-0.0250000,12.0988000,0.0002310,-0.0002310,2021-08-23,2021-08,2021-08-23
K2-354 b,K2-354,b,Gaia DR2 601314254872894080,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,3.79330600,0.00032400,-0.00034300,0,,,,,1.560,0.080,-0.080,0,0.139,0.007,-0.007,0,,,,,,,,,,,,,,,,,,543,8,-9,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3669.00,88.00,-82.00,0,0.41,0.01,-0.01,0,0.43,0.01,-0.01,0,-0.040,0.200,-0.240,0,[Fe/H],4.86,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m31.18s,129.1299193,+10d08m49.98s,10.1472175,91.7220000,0.5223000,-0.5164000,15.2960000,0.0920000,-0.0920000,10.9640000,0.0230000,-0.0230000,14.3753000,0.0004880,-0.0004880,2021-08-23,2021-08,2021-08-23
K2-355 b,K2-355,b,Gaia DR2 650463970824290816,1,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,5.73856470,0.00139390,-0.00110480,0,0.063200,0.009600,-0.017600,0,2.250,0.220,-0.160,0,0.201,0.020,-0.014,0,,,,,,,,,,,,,,,,,,1066,190,-77,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5790.00,177.00,-147.00,0,0.92,0.04,-0.03,0,0.96,0.05,-0.06,0,-0.120,0.150,-0.180,0,[Fe/H],4.49,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m34.23s,124.6426189,+13d30m10.01s,13.5027816,500.4970000,5.8405000,-5.8405000,13.7070000,0.1030000,-0.1030000,12.0160000,0.0210000,-0.0210000,13.5297000,0.0001950,-0.0001950,2021-09-20,2022-01,2021-09-20
K2-356 b,K2-356,b,Gaia DR2 651370037123678080,1,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,21.02673660,0.00369120,-0.00389930,0,0.159900,0.017800,-0.030600,0,2.290,0.150,-0.120,0,0.204,0.013,-0.011,0,,,,,,,,,,,,,,,,,,624,0,-37,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5568.00,178.00,-150.00,0,0.86,0.03,-0.03,0,0.90,0.05,-0.06,0,-0.110,0.150,-0.170,0,[Fe/H],4.52,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h33m17.26s,128.3219134,+13d39m40.95s,13.6613758,355.5400000,3.7930000,-3.7140000,13.2680000,0.0800000,-0.0800000,11.5080000,0.0200000,-0.0200000,13.1480000,0.0002350,-0.0002350,2021-09-20,2022-01,2021-09-20
K2-357 b,K2-357,b,Gaia DR2 610181468257262464,1,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,16.34886370,0.00138110,-0.00140220,0,0.145000,0.013600,-0.023500,0,3.720,0.230,-0.210,0,0.332,0.021,-0.019,0,,,,,,,,,,,,,,,,,,735,8,-39,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5794.00,210.00,-169.00,0,1.00,0.05,-0.05,0,0.98,0.07,-0.07,0,-0.020,0.140,-0.160,0,[Fe/H],4.43,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h47m45.28s,131.9386628,+16d19m44.09s,16.3289144,517.6870000,9.2320000,-8.9200000,13.7480000,0.1260000,-0.1260000,11.9520000,0.0260000,-0.0260000,13.4792000,0.0002180,-0.0002180,2021-09-20,2022-01,2021-09-20
K2-358 b,K2-358,b,Gaia DR2 660400738439361280,1,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,11.25102850,0.00181880,-0.00178920,0,0.086300,0.007900,-0.015900,0,2.680,0.170,-0.140,0,0.239,0.015,-0.012,0,,,,,,,,,,,,,,,,,,888,0,-47,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5650.00,193.00,-152.00,0,0.91,0.04,-0.04,0,0.93,0.06,-0.06,0,-0.070,0.150,-0.160,0,[Fe/H],4.49,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m13.95s,133.8081054,+18d56m59.01s,18.9497263,480.3070000,6.8425000,-6.8425000,13.6990000,0.1370000,-0.1370000,11.9890000,0.0210000,-0.0210000,13.5733000,0.0001720,-0.0001720,2021-09-20,2022-01,2021-09-20
K2-36 b,K2-36,b,Gaia DR2 3811989156889528320,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,1.42266000,0.00005000,-0.00005000,0,0.023000,0.000400,-0.000400,0,1.320,0.090,-0.090,0,0.118,0.008,-0.008,0,,,,,,,,,,,,,,546.30,63.50,-63.50,0,1232,36,-36,0,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,K2 V,4924.00,60.00,-60.00,0,0.74,0.04,-0.04,0,0.80,0.04,-0.04,0,-0.030,0.040,-0.040,0,[Fe/H],4.65,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.7490000,0.6150000,-0.6090000,11.7260000,0.0370000,-0.0370000,9.4540010,0.0250000,-0.0250000,11.5270000,0.0009040,-0.0009040,2019-08-09,2016-08,2016-07-07
K2-36 b,K2-36,b,Gaia DR2 3811989156889528320,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,1.42264700,0.00004500,-0.00004500,0,0.023080,0.000190,-0.000190,0,1.450,0.120,-0.120,0,0.129,0.011,-0.011,0,,,,,,,,,,,,,,570.00,45.00,-45.00,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4953.00,71.00,-71.00,0,0.75,0.02,-0.02,0,0.81,0.02,-0.02,0,,,,,,4.60,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.7490000,0.6150000,-0.6090000,11.7260000,0.0370000,-0.0370000,9.4540010,0.0250000,-0.0250000,11.5270000,0.0009040,-0.0009040,2019-08-09,2016-09,2016-07-18
K2-36 b,K2-36,b,Gaia DR2 3811989156889528320,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..38D/abstract target=ref>Damasso et al. 2019</a>,1.42261400,0.00003800,-0.00003800,0,0.022300,0.000400,-0.000400,0,1.430,0.080,-0.080,0,0.128,0.007,-0.007,0,3.90000,1.10000,-1.10000,0,0.01227,0.00346,-0.00346,0,Mass,0.000000,,,0,529.00,23.00,-23.00,0,1224,13,-13,0,0,<a refstr=DAMASSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..38D/abstract target=ref>Damasso et al. 2019</a>,,4916.00,35.00,-37.00,0,0.72,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.060,-0.040,0,[Fe/H],4.62,0.01,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.7490000,0.6150000,-0.6090000,11.7260000,0.0370000,-0.0370000,9.4540010,0.0250000,-0.0250000,11.5270000,0.0009040,-0.0009040,2019-08-09,2019-04,2019-08-15
K2-36 b,K2-36,b,Gaia DR2 3811989156889528320,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,1.42261900,0.00003900,-0.00003900,0,,,,,1.467,0.216,-0.115,0,0.131,0.019,-0.010,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4944.00,50.00,-50.00,0,0.75,0.02,-0.02,0,0.80,0.02,-0.03,0,-0.030,0.080,-0.080,0,[Fe/H],4.70,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.7490000,0.6150000,-0.6090000,11.7260000,0.0370000,-0.0370000,9.4540010,0.0250000,-0.0250000,11.5270000,0.0009040,-0.0009040,2019-08-09,2018-03,2018-02-15
K2-36 c,K2-36,c,Gaia DR2 3811989156889528320,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,5.34059000,0.00010000,-0.00010000,0,0.055500,0.000900,-0.000900,0,2.800,0.430,-0.310,0,0.250,0.038,-0.028,0,,,,,,,,,,,,,,93.60,10.90,-10.90,0,793,23,-23,0,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,K2 V,4924.00,60.00,-60.00,0,0.74,0.04,-0.04,0,0.80,0.04,-0.04,0,-0.030,0.040,-0.040,0,[Fe/H],4.65,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.7490000,0.6150000,-0.6090000,11.7260000,0.0370000,-0.0370000,9.4540010,0.0250000,-0.0250000,11.5270000,0.0009040,-0.0009040,2019-08-09,2016-08,2016-07-07
K2-36 c,K2-36,c,Gaia DR2 3811989156889528320,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..38D/abstract target=ref>Damasso et al. 2019</a>,5.34088800,0.00008600,-0.00008600,0,0.054000,0.001000,-0.001000,0,3.200,0.300,-0.300,0,0.285,0.027,-0.027,0,7.80000,2.30000,-2.30000,0,0.02454,0.00724,-0.00724,0,Mass,0.000000,,,0,90.00,4.00,-4.00,0,788,9,-9,0,0,<a refstr=DAMASSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..38D/abstract target=ref>Damasso et al. 2019</a>,,4916.00,35.00,-37.00,0,0.72,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.060,-0.040,0,[Fe/H],4.62,0.01,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.7490000,0.6150000,-0.6090000,11.7260000,0.0370000,-0.0370000,9.4540010,0.0250000,-0.0250000,11.5270000,0.0009040,-0.0009040,2019-08-09,2019-04,2019-08-15
K2-36 c,K2-36,c,Gaia DR2 3811989156889528320,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5.34088300,0.00008800,-0.00008900,0,,,,,3.580,14.020,-1.053,0,0.319,1.251,-0.094,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4944.00,50.00,-50.00,0,0.75,0.02,-0.02,0,0.80,0.02,-0.03,0,-0.030,0.080,-0.080,0,[Fe/H],4.70,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.7490000,0.6150000,-0.6090000,11.7260000,0.0370000,-0.0370000,9.4540010,0.0250000,-0.0250000,11.5270000,0.0009040,-0.0009040,2019-08-09,2018-03,2018-02-15
